LogShopPurchase	PurNum	bigint	8	19	0	0	1
LogShopPurchase	PurKey	varchar	21	0	0	0	0
LogShopPurchase	PurFlag	int	4	10	0	1	0
LogShopPurchase	PurDate	datetime	8	23	3	1	0
ShopItemMap	ProductNum	int	4	10	0	0	1
ShopItemMap	ItemMain	int	4	10	0	1	0
ShopItemMap	ItemSub	int	4	10	0	1	0
ShopItemMap	ItemName	varchar	100	0	0	1	0
ShopItemMap	ItemMoney	int	4	10	0	0	0
ShopItemMap	ItemType	int	4	10	0	1	0
ShopItemMap	ItemComment	varchar	300	0	0	1	0
ShopItemMap	Duration	varchar	50	0	0	1	0
ShopItemMap	Category	int	4	10	0	1	0
ShopItemMap	ItemStock	int	4	10	0	0	0
ShopItemMap	ItemImage	varchar	300	0	0	1	0
ShopItemMap	ItemList	varchar	100	0	0	1	0
ShopPurchase	PurKey	int	4	10	0	0	1
ShopPurchase	UserUID	varchar	20	0	0	0	0
ShopPurchase	ProductNum	int	4	10	0	0	0
ShopPurchase	PurPrice	int	4	10	0	0	0
ShopPurchase	PurFlag	int	4	10	0	0	0
ShopPurchase	PurDate	datetime	8	23	3	0	0
ShopPurchase	PurChgDate	datetime	8	23	3	1	0
ShopPurFlag	PurFlag	int	4	10	0	0	0
ShopPurFlag	PurFlagName	varchar	20	0	0	1	0
