AccountInfo	AccountNum	int	4	10	0	0	1
AccountInfo	BankName	varchar	30	0	0	1	0
AccountInfo	BankNumber	varchar	50	0	0	1	0
AccountInfo	AccountOwner	varchar	30	0	0	1	0
BlockAddress	BlockIdx	int	4	10	0	0	1
BlockAddress	BlockAddress	varchar	23	0	0	0	0
BlockAddress	BlockReason	varchar	256	0	0	1	0
BlockAddress	BlockDate	datetime	8	23	3	1	0
CheckId	Num	int	4	10	0	0	1
CheckId	Id	varchar	18	0	0	0	0
CheckId	CreateDate	datetime	8	23	3	1	0
DaumLogGameTime	GameTimeNum	int	4	10	0	0	1
DaumLogGameTime	LogDate	datetime	8	23	3	0	0
DaumLogGameTime	GameTime	int	4	10	0	0	0
DaumLogGameTime	UserUID	varchar	20	0	0	0	0
DaumLogGameTime	ChaNum	int	4	10	0	1	0
DaumLogGameTime	UserNum	int	4	10	0	0	0
DaumLogGameTime	SGNum	int	4	10	0	1	0
DaumLogGameTime	SvrNum	int	4	10	0	1	0
DaumLogLogin	LoginNum	int	4	10	0	0	1
DaumLogLogin	UserNum	int	4	10	0	0	0
DaumLogLogin	UserUID	varchar	20	0	0	0	0
DaumLogLogin	LogInOut	int	4	10	0	0	0
DaumLogLogin	LogDate	datetime	8	23	3	1	0
DaumLogLogin	LogIpAddress	varchar	23	0	0	1	0
DaumUserInfo	UserNum	int	4	10	0	0	1
DaumUserInfo	UserUID	varchar	20	0	0	0	0
DaumUserInfo	UserGID	varchar	20	0	0	0	0
DaumUserInfo	SSNHEAD	varchar	8	0	0	0	0
DaumUserInfo	SEX	varchar	3	0	0	0	0
DaumUserInfo	UserType	int	4	10	0	0	0
DaumUserInfo	UserLoginState	int	4	10	0	0	0
DaumUserInfo	UserAvailable	int	4	10	0	0	0
DaumUserInfo	CreateDate	datetime	8	23	3	0	0
DaumUserInfo	LastLoginDate	datetime	8	23	3	0	0
DaumUserInfo	SGNum	int	4	10	0	1	0
DaumUserInfo	SvrNum	int	4	10	0	1	0
DaumUserInfo	ChaName	varchar	33	0	0	1	0
DaumUserInfo	UserBlock	int	4	10	0	0	0
DaumUserInfo	UserBlockDate	datetime	8	23	3	0	0
DaumUserInfo	ChaRemain	int	4	10	0	1	0
DaumUserInfo	ChaTestRemain	int	4	10	0	1	0
DaumUserInfo	PremiumDate	datetime	8	23	3	0	0
DaumUserInfo	ChatBlockDate	datetime	8	23	3	0	0
Donation	Name	varchar	50	0	0	1	0
Donation	Tnum	bigint	8	19	0	0	1
Donation	Date	datetime	8	23	3	1	0
Donation	Item	varchar	50	0	0	1	0
Donation	Quantity	varchar	50	0	0	1	0
Donation	Duration	varchar	50	0	0	1	0
Donation	Usernum	bigint	8	19	0	1	0
donator_itemlst	ItemNum	int	4	10	0	0	1
donator_itemlst	ItemName	varchar	80	0	0	1	0
donator_itemlst	ItemData	varbinary	200	0	0	1	0
Fullclient	link_name	varchar	100	0	0	1	0
Fullclient	link_address	text	16	0	0	1	0
